C,Gamma,testAcc,trainAcc
0.1,0.11000000000000001,52.83333333333333,62.3
0.1,0.11250000000000002,50.03333333333333,58.541666666666664
0.1,0.11500000000000002,47.2,55.041666666666664
0.1,0.11750000000000002,44.6,51.56666666666666
0.15000000000000002,0.01,88.3,89.44166666666666
0.15000000000000002,0.0125,89.23333333333332,90.36666666666666
0.15000000000000002,0.015000000000000001,89.73333333333333,90.99166666666667
0.15000000000000002,0.0175,90.06666666666665,91.51666666666668
0.15000000000000002,0.020000000000000004,90.39999999999999,92.01666666666667
0.15000000000000002,0.022500000000000003,90.66666666666666,92.21666666666667
0.15000000000000002,0.025,90.89999999999999,92.425
0.15000000000000002,0.027500000000000004,91.03333333333332,92.70833333333334
0.15000000000000002,0.030000000000000006,91.29999999999998,92.85
0.15000000000000002,0.03250000000000001,91.43333333333332,92.975
0.15000000000000002,0.035,91.39999999999999,93.125
0.15000000000000002,0.037500000000000006,91.23333333333332,93.26666666666667
0.15000000000000002,0.04000000000000001,91.2,93.4
0.15000000000000002,0.04250000000000001,91.16666666666666,93.475
0.15000000000000002,0.045000000000000005,91.06666666666666,93.6
0.15000000000000002,0.04750000000000001,91.1,93.675
0.15000000000000002,0.05000000000000001,90.96666666666665,93.79999999999998
0.15000000000000002,0.05250000000000001,90.96666666666665,93.84166666666667
0.15000000000000002,0.055000000000000014,90.86666666666665,93.89166666666668
0.15000000000000002,0.05750000000000001,90.83333333333333,93.925
0.15000000000000002,0.06000000000000001,90.76666666666665,93.975
0.15000000000000002,0.06250000000000001,90.6,94.0
0.15000000000000002,0.065,90.49999999999997,94.05
0.15000000000000002,0.0675,90.2,94.05
0.15000000000000002,0.07,90.19999999999999,94.00833333333335
0.15000000000000002,0.07250000000000001,90.06666666666666,94.04166666666667
0.15000000000000002,0.07500000000000001,89.83333333333333,94.025
0.15000000000000002,0.07750000000000001,89.6,93.8
0.15000000000000002,0.08,89.23333333333333,93.83333333333334
0.15000000000000002,0.0825,88.73333333333332,93.67499999999998
0.15000000000000002,0.085,87.9,93.50833333333333
0.15000000000000002,0.08750000000000001,87.4,93.225
0.15000000000000002,0.09000000000000001,86.8,92.9
0.15000000000000002,0.09250000000000001,86.23333333333333,92.38333333333333
0.15000000000000002,0.09500000000000001,85.6,91.975
0.15000000000000002,0.09750000000000002,84.76666666666668,91.42499999999998
0.15000000000000002,0.10000000000000002,83.86666666666667,90.85
0.15000000000000002,0.10250000000000001,82.73333333333333,90.35000000000001
0.15000000000000002,0.10500000000000001,80.76666666666667,89.44999999999999
0.15000000000000002,0.10750000000000001,78.76666666666667,88.56666666666666
0.15000000000000002,0.11000000000000001,76.46666666666667,87.225
0.15000000000000002,0.11250000000000002,73.93333333333332,85.875
0.15000000000000002,0.11500000000000002,71.33333333333334,83.84166666666667
0.15000000000000002,0.11750000000000002,68.56666666666668,81.225
0.20000000000000004,0.01,89.36666666666666,90.6
0.20000000000000004,0.0125,90.03333333333333,91.25
0.20000000000000004,0.015000000000000001,90.69999999999999,91.90833333333333
0.20000000000000004,0.0175,91.0,92.325
0.20000000000000004,0.020000000000000004,91.33333333333333,92.62500000000001
0.20000000000000004,0.022500000000000003,91.39999999999998,92.95833333333334
0.20000000000000004,0.025,91.63333333333333,93.10000000000001
0.20000000000000004,0.027500000000000004,91.76666666666667,93.275
0.20000000000000004,0.030000000000000006,91.8,93.525
0.20000000000000004,0.03250000000000001,92.0,93.625
0.20000000000000004,0.035,92.0,93.78333333333333
0.20000000000000004,0.037500000000000006,92.0,93.93333333333332
0.20000000000000004,0.04000000000000001,92.06666666666666,94.12499999999999
0.20000000000000004,0.04250000000000001,92.06666666666666,94.23333333333335
0.20000000000000004,0.045000000000000005,92.1,94.35833333333332
0.20000000000000004,0.04750000000000001,92.13333333333333,94.46666666666667
0.20000000000000004,0.05000000000000001,92.16666666666666,94.61666666666667
0.20000000000000004,0.05250000000000001,92.0,94.65833333333333
0.20000000000000004,0.055000000000000014,91.86666666666666,94.78333333333333
0.20000000000000004,0.05750000000000001,91.83333333333333,94.85
0.20000000000000004,0.06000000000000001,91.73333333333332,94.94166666666666
0.20000000000000004,0.06250000000000001,91.66666666666666,95.13333333333334
0.20000000000000004,0.065,91.56666666666666,95.23333333333332
0.20000000000000004,0.0675,91.43333333333332,95.36666666666667
0.20000000000000004,0.07,91.3,95.45833333333334
0.20000000000000004,0.07250000000000001,91.26666666666667,95.48333333333333
0.20000000000000004,0.07500000000000001,91.03333333333333,95.48333333333333
0.20000000000000004,0.07750000000000001,90.96666666666667,95.575
0.20000000000000004,0.08,90.83333333333333,95.62499999999999
0.20000000000000004,0.0825,90.63333333333333,95.68333333333334
0.20000000000000004,0.085,90.49999999999999,95.68333333333334
0.20000000000000004,0.08750000000000001,90.16666666666666,95.59166666666667
0.20000000000000004,0.09000000000000001,89.73333333333332,95.48333333333332
0.20000000000000004,0.09250000000000001,89.16666666666666,95.34166666666667
0.20000000000000004,0.09500000000000001,88.66666666666666,95.15
0.20000000000000004,0.09750000000000002,88.06666666666668,94.95
0.20000000000000004,0.10000000000000002,87.43333333333332,94.85
0.20000000000000004,0.10250000000000001,86.83333333333334,94.54166666666666
0.20000000000000004,0.10500000000000001,86.13333333333335,94.33333333333334
0.20000000000000004,0.10750000000000001,85.43333333333332,93.975
0.20000000000000004,0.11000000000000001,84.56666666666666,93.52499999999999
0.20000000000000004,0.11250000000000002,83.5,93.00833333333334
0.20000000000000004,0.11500000000000002,82.26666666666668,92.55833333333332
0.20000000000000004,0.11750000000000002,80.96666666666667,91.9
0.25000000000000006,0.01,90.1,91.10833333333335
0.25000000000000006,0.0125,90.59999999999998,91.85833333333335
0.25000000000000006,0.015000000000000001,91.13333333333331,92.325
0.25000000000000006,0.0175,91.43333333333332,92.825
0.25000000000000006,0.020000000000000004,91.7,93.15833333333335
0.25000000000000006,0.022500000000000003,91.89999999999999,93.33333333333334
0.25000000000000006,0.025,91.96666666666665,93.59166666666667
0.25000000000000006,0.027500000000000004,92.06666666666665,93.68333333333334
0.25000000000000006,0.030000000000000006,92.2,93.91666666666667
0.25000000000000006,0.03250000000000001,92.23333333333332,94.14166666666668
0.25000000000000006,0.035,92.23333333333332,94.325
0.25000000000000006,0.037500000000000006,92.26666666666665,94.53333333333333
0.25000000000000006,0.04000000000000001,92.2,94.68333333333334
0.25000000000000006,0.04250000000000001,92.36666666666666,94.85
0.25000000000000006,0.045000000000000005,92.43333333333331,94.96666666666667
0.25000000000000006,0.04750000000000001,92.36666666666666,95.06666666666666
0.25000000000000006,0.05000000000000001,92.46666666666667,95.2
0.25000000000000006,0.05250000000000001,92.56666666666666,95.34166666666667
0.25000000000000006,0.055000000000000014,92.56666666666666,95.41666666666666
0.25000000000000006,0.05750000000000001,92.49999999999999,95.58333333333334
0.25000000000000006,0.06000000000000001,92.39999999999999,95.78333333333333
0.25000000000000006,0.06250000000000001,92.36666666666666,95.85833333333332
0.25000000000000006,0.065,92.16666666666666,95.95833333333331
0.25000000000000006,0.0675,92.06666666666665,95.99166666666667
0.25000000000000006,0.07,92.03333333333332,96.05
0.25000000000000006,0.07250000000000001,91.93333333333332,96.15833333333333
0.25000000000000006,0.07500000000000001,91.89999999999999,96.29166666666666
0.25000000000000006,0.07750000000000001,91.83333333333333,96.4
0.25000000000000006,0.08,91.66666666666666,96.45833333333333
0.25000000000000006,0.0825,91.46666666666665,96.46666666666667
0.25000000000000006,0.085,91.43333333333332,96.48333333333332
0.25000000000000006,0.08750000000000001,91.16666666666666,96.51666666666668
0.25000000000000006,0.09000000000000001,90.93333333333332,96.54166666666667
0.25000000000000006,0.09250000000000001,90.63333333333331,96.56666666666668
0.25000000000000006,0.09500000000000001,90.43333333333332,96.55833333333334
0.25000000000000006,0.09750000000000002,90.29999999999998,96.575
0.25000000000000006,0.10000000000000002,89.76666666666665,96.55
0.25000000000000006,0.10250000000000001,89.36666666666666,96.58333333333334
0.25000000000000006,0.10500000000000001,88.56666666666668,96.51666666666668
0.25000000000000006,0.10750000000000001,87.76666666666668,96.4
0.25000000000000006,0.11000000000000001,87.29999999999998,96.29166666666667
0.25000000000000006,0.11250000000000002,86.73333333333333,96.09166666666667
0.25000000000000006,0.11500000000000002,86.1,95.80833333333334
0.25000000000000006,0.11750000000000002,85.30000000000001,95.53333333333333
0.30000000000000004,0.01,90.33333333333333,91.64166666666668
0.30000000000000004,0.0125,91.06666666666666,92.2
0.30000000000000004,0.015000000000000001,91.23333333333332,92.73333333333332
0.30000000000000004,0.0175,91.66666666666666,93.1
0.30000000000000004,0.020000000000000004,91.99999999999999,93.45
0.30000000000000004,0.022500000000000003,92.09999999999998,93.64999999999999
0.30000000000000004,0.025,92.33333333333333,93.91666666666666
0.30000000000000004,0.027500000000000004,92.36666666666666,94.2
0.30000000000000004,0.030000000000000006,92.46666666666667,94.36666666666667
0.30000000000000004,0.03250000000000001,92.53333333333333,94.62499999999999
0.30000000000000004,0.035,92.49999999999999,94.875
0.30000000000000004,0.037500000000000006,92.53333333333333,95.06666666666666
0.30000000000000004,0.04000000000000001,92.63333333333333,95.15
0.30000000000000004,0.04250000000000001,92.73333333333332,95.375
0.30000000000000004,0.045000000000000005,92.66666666666666,95.55
0.30000000000000004,0.04750000000000001,92.86666666666667,95.75000000000001
0.30000000000000004,0.05000000000000001,92.86666666666667,95.86666666666665
0.30000000000000004,0.05250000000000001,92.86666666666666,96.01666666666667
0.30000000000000004,0.055000000000000014,92.86666666666666,96.17500000000001
0.30000000000000004,0.05750000000000001,92.86666666666667,96.28333333333333
0.30000000000000004,0.06000000000000001,92.83333333333334,96.40833333333333
0.30000000000000004,0.06250000000000001,92.9,96.46666666666667
0.30000000000000004,0.065,92.73333333333332,96.575
0.30000000000000004,0.0675,92.63333333333333,96.65
0.30000000000000004,0.07,92.56666666666666,96.74166666666667
0.30000000000000004,0.07250000000000001,92.4,96.80833333333332
0.30000000000000004,0.07500000000000001,92.46666666666667,96.89999999999999
0.30000000000000004,0.07750000000000001,92.46666666666665,96.98333333333332
0.30000000000000004,0.08,92.33333333333333,97.06666666666666
0.30000000000000004,0.0825,92.33333333333331,97.125
0.30000000000000004,0.085,92.13333333333333,97.15
0.30000000000000004,0.08750000000000001,91.93333333333332,97.24166666666667
0.30000000000000004,0.09000000000000001,91.7,97.29166666666667
0.30000000000000004,0.09250000000000001,91.53333333333333,97.36666666666666
0.30000000000000004,0.09500000000000001,91.5,97.43333333333334
0.30000000000000004,0.09750000000000002,91.16666666666666,97.45833333333333
0.30000000000000004,0.10000000000000002,90.66666666666666,97.43333333333335
0.30000000000000004,0.10250000000000001,90.39999999999998,97.49166666666667
0.30000000000000004,0.10500000000000001,90.03333333333333,97.51666666666668
0.30000000000000004,0.10750000000000001,89.83333333333333,97.50833333333333
0.30000000000000004,0.11000000000000001,89.43333333333334,97.525
0.30000000000000004,0.11250000000000002,88.79999999999998,97.50833333333334
0.30000000000000004,0.11500000000000002,88.16666666666666,97.46666666666667
0.30000000000000004,0.11750000000000002,87.46666666666667,97.4
0.3500000000000001,0.01,90.76666666666665,91.925
0.3500000000000001,0.0125,91.16666666666667,92.575
0.3500000000000001,0.015000000000000001,91.49999999999999,92.98333333333332
0.3500000000000001,0.0175,91.86666666666667,93.40833333333333
0.3500000000000001,0.020000000000000004,92.2,93.8
0.3500000000000001,0.022500000000000003,92.4,94.15
0.3500000000000001,0.025,92.46666666666667,94.39166666666668
0.3500000000000001,0.027500000000000004,92.66666666666666,94.55000000000001
0.3500000000000001,0.030000000000000006,92.73333333333332,94.775
0.3500000000000001,0.03250000000000001,92.73333333333332,95.025
0.3500000000000001,0.035,92.76666666666667,95.29166666666666
0.3500000000000001,0.037500000000000006,92.83333333333334,95.525
0.3500000000000001,0.04000000000000001,92.8,95.72500000000001
0.3500000000000001,0.04250000000000001,93.03333333333333,95.925
0.3500000000000001,0.045000000000000005,93.06666666666666,96.09166666666667
0.3500000000000001,0.04750000000000001,93.1,96.28333333333333
0.3500000000000001,0.05000000000000001,93.19999999999999,96.50833333333333
0.3500000000000001,0.05250000000000001,93.23333333333332,96.66666666666666
0.3500000000000001,0.055000000000000014,93.16666666666666,96.75
0.3500000000000001,0.05750000000000001,93.13333333333333,96.85
0.3500000000000001,0.06000000000000001,93.16666666666666,96.93333333333334
0.3500000000000001,0.06250000000000001,93.13333333333333,97.02499999999999
0.3500000000000001,0.065,93.2,97.1
0.3500000000000001,0.0675,93.13333333333333,97.2
0.3500000000000001,0.07,92.99999999999999,97.225
0.3500000000000001,0.07250000000000001,92.89999999999999,97.34166666666667
0.3500000000000001,0.07500000000000001,92.86666666666665,97.38333333333335
0.3500000000000001,0.07750000000000001,92.79999999999998,97.43333333333335
0.3500000000000001,0.08,92.73333333333332,97.50833333333335
0.3500000000000001,0.0825,92.69999999999999,97.575
0.3500000000000001,0.085,92.73333333333332,97.63333333333333
0.3500000000000001,0.08750000000000001,92.56666666666666,97.70833333333334
0.3500000000000001,0.09000000000000001,92.36666666666666,97.80833333333334
0.3500000000000001,0.09250000000000001,92.29999999999998,97.825
0.3500000000000001,0.09500000000000001,92.03333333333333,97.94166666666668
0.3500000000000001,0.09750000000000002,91.89999999999999,97.975
0.3500000000000001,0.10000000000000002,91.73333333333332,98.075
0.3500000000000001,0.10250000000000001,91.43333333333331,98.20833333333334
0.3500000000000001,0.10500000000000001,90.79999999999998,98.30000000000001
0.3500000000000001,0.10750000000000001,90.6,98.35833333333333
0.3500000000000001,0.11000000000000001,90.33333333333333,98.34166666666667
0.3500000000000001,0.11250000000000002,90.03333333333333,98.39166666666667
0.3500000000000001,0.11500000000000002,89.7,98.39166666666668
0.3500000000000001,0.11750000000000002,89.26666666666667,98.41666666666667
0.40000000000000013,0.01,90.86666666666666,92.25
0.40000000000000013,0.0125,91.23333333333332,92.77499999999999
0.40000000000000013,0.015000000000000001,91.73333333333332,93.29999999999998
0.40000000000000013,0.0175,91.99999999999999,93.74166666666667
0.40000000000000013,0.020000000000000004,92.46666666666665,94.14166666666667
0.40000000000000013,0.022500000000000003,92.53333333333333,94.46666666666667
0.40000000000000013,0.025,92.73333333333332,94.70000000000002
0.40000000000000013,0.027500000000000004,92.8,94.90833333333333
0.40000000000000013,0.030000000000000006,92.9,95.17499999999998
0.40000000000000013,0.03250000000000001,92.96666666666667,95.45833333333333
0.40000000000000013,0.035,93.00000000000001,95.75833333333333
0.40000000000000013,0.037500000000000006,93.16666666666666,96.025
0.40000000000000013,0.04000000000000001,93.3,96.24166666666666
0.40000000000000013,0.04250000000000001,93.43333333333334,96.425
0.40000000000000013,0.045000000000000005,93.36666666666666,96.65833333333333
0.40000000000000013,0.04750000000000001,93.36666666666666,96.85833333333333
0.40000000000000013,0.05000000000000001,93.36666666666666,96.975
0.40000000000000013,0.05250000000000001,93.29999999999998,97.075
0.40000000000000013,0.055000000000000014,93.33333333333333,97.13333333333334
0.40000000000000013,0.05750000000000001,93.43333333333332,97.225
0.40000000000000013,0.06000000000000001,93.43333333333332,97.31666666666666
0.40000000000000013,0.06250000000000001,93.46666666666667,97.4
0.40000000000000013,0.065,93.43333333333334,97.48333333333333
0.40000000000000013,0.0675,93.5,97.53333333333335
0.40000000000000013,0.07,93.36666666666665,97.56666666666668
0.40000000000000013,0.07250000000000001,93.26666666666667,97.63333333333334
0.40000000000000013,0.07500000000000001,93.23333333333332,97.725
0.40000000000000013,0.07750000000000001,93.1,97.78333333333335
0.40000000000000013,0.08,93.03333333333333,97.88333333333334
0.40000000000000013,0.0825,92.99999999999999,97.99166666666665
0.40000000000000013,0.085,92.9,98.075
0.40000000000000013,0.08750000000000001,92.86666666666666,98.13333333333334
0.40000000000000013,0.09000000000000001,92.76666666666667,98.225
0.40000000000000013,0.09250000000000001,92.76666666666667,98.275
0.40000000000000013,0.09500000000000001,92.53333333333333,98.36666666666666
0.40000000000000013,0.09750000000000002,92.33333333333333,98.46666666666667
0.40000000000000013,0.10000000000000002,92.19999999999999,98.575
0.40000000000000013,0.10250000000000001,91.99999999999999,98.65
0.40000000000000013,0.10500000000000001,91.76666666666667,98.7
0.40000000000000013,0.10750000000000001,91.5,98.725
0.40000000000000013,0.11000000000000001,91.1,98.80000000000001
0.40000000000000013,0.11250000000000002,90.93333333333332,98.83333333333334
0.40000000000000013,0.11500000000000002,90.6,98.85
0.40000000000000013,0.11750000000000002,90.43333333333332,98.91666666666666
0.45000000000000007,0.01,91.2,92.45000000000002
0.45000000000000007,0.0125,91.53333333333333,93.01666666666668
0.45000000000000007,0.015000000000000001,91.96666666666665,93.59166666666667
0.45000000000000007,0.0175,92.19999999999999,93.95833333333333
0.45000000000000007,0.020000000000000004,92.53333333333333,94.45
0.45000000000000007,0.022500000000000003,92.66666666666666,94.63333333333333
0.45000000000000007,0.025,92.83333333333333,94.92500000000001
0.45000000000000007,0.027500000000000004,92.93333333333334,95.20833333333333
0.45000000000000007,0.030000000000000006,93.03333333333333,95.55000000000001
0.45000000000000007,0.03250000000000001,93.20000000000002,95.85833333333335
0.45000000000000007,0.035,93.30000000000001,96.20833333333333
0.45000000000000007,0.037500000000000006,93.36666666666666,96.45833333333333
0.45000000000000007,0.04000000000000001,93.53333333333333,96.70833333333334
0.45000000000000007,0.04250000000000001,93.5,96.88333333333335
0.45000000000000007,0.045000000000000005,93.5,97.05833333333332
0.45000000000000007,0.04750000000000001,93.56666666666666,97.12499999999999
0.45000000000000007,0.05000000000000001,93.56666666666666,97.25833333333335
0.45000000000000007,0.05250000000000001,93.6,97.35
0.45000000000000007,0.055000000000000014,93.63333333333334,97.48333333333335
0.45000000000000007,0.05750000000000001,93.53333333333333,97.56666666666668
0.45000000000000007,0.06000000000000001,93.5,97.64166666666668
0.45000000000000007,0.06250000000000001,93.53333333333333,97.775
0.45000000000000007,0.065,93.56666666666666,97.81666666666666
0.45000000000000007,0.0675,93.56666666666668,97.89166666666667
0.45000000000000007,0.07,93.56666666666668,97.94166666666668
0.45000000000000007,0.07250000000000001,93.56666666666666,98.0
0.45000000000000007,0.07500000000000001,93.56666666666668,98.10833333333332
0.45000000000000007,0.07750000000000001,93.4,98.21666666666667
0.45000000000000007,0.08,93.29999999999998,98.3
0.45000000000000007,0.0825,93.23333333333333,98.375
0.45000000000000007,0.085,93.13333333333334,98.45
0.45000000000000007,0.08750000000000001,93.06666666666666,98.5
0.45000000000000007,0.09000000000000001,93.03333333333333,98.54166666666667
0.45000000000000007,0.09250000000000001,93.06666666666666,98.61666666666667
0.45000000000000007,0.09500000000000001,92.99999999999999,98.7
0.45000000000000007,0.09750000000000002,92.93333333333332,98.78333333333333
0.45000000000000007,0.10000000000000002,92.8,98.84166666666667
0.45000000000000007,0.10250000000000001,92.53333333333333,98.86666666666665
0.45000000000000007,0.10500000000000001,92.33333333333333,98.93333333333332
0.45000000000000007,0.10750000000000001,92.06666666666666,98.98333333333332
0.45000000000000007,0.11000000000000001,91.8,99.025
0.45000000000000007,0.11250000000000002,91.53333333333333,99.075
0.45000000000000007,0.11500000000000002,91.26666666666667,99.08333333333333
0.45000000000000007,0.11750000000000002,91.03333333333333,99.1
0.5000000000000001,0.01,91.4,92.63333333333333
0.5000000000000001,0.0125,91.76666666666665,93.33333333333334
0.5000000000000001,0.015000000000000001,92.13333333333333,93.76666666666667
0.5000000000000001,0.0175,92.43333333333332,94.275
0.5000000000000001,0.020000000000000004,92.56666666666665,94.55833333333335
0.5000000000000001,0.022500000000000003,92.86666666666666,94.89999999999999
0.5000000000000001,0.025,92.86666666666666,95.21666666666667
0.5000000000000001,0.027500000000000004,93.03333333333333,95.61666666666667
0.5000000000000001,0.030000000000000006,93.36666666666667,96.0
0.5000000000000001,0.03250000000000001,93.43333333333334,96.36666666666666
0.5000000000000001,0.035,93.56666666666666,96.60833333333333
0.5000000000000001,0.037500000000000006,93.60000000000001,96.81666666666666
0.5000000000000001,0.04000000000000001,93.63333333333334,96.99166666666666
0.5000000000000001,0.04250000000000001,93.70000000000002,97.23333333333332
0.5000000000000001,0.045000000000000005,93.66666666666669,97.35833333333335
0.5000000000000001,0.04750000000000001,93.8,97.49166666666669
0.5000000000000001,0.05000000000000001,93.76666666666668,97.58333333333334
0.5000000000000001,0.05250000000000001,93.7,97.65833333333333
0.5000000000000001,0.055000000000000014,93.66666666666667,97.75000000000001
0.5000000000000001,0.05750000000000001,93.70000000000002,97.825
0.5000000000000001,0.06000000000000001,93.7,97.88333333333334
0.5000000000000001,0.06250000000000001,93.66666666666666,97.95833333333334
0.5000000000000001,0.065,93.73333333333332,98.05
0.5000000000000001,0.0675,93.7,98.13333333333334
0.5000000000000001,0.07,93.73333333333332,98.26666666666668
0.5000000000000001,0.07250000000000001,93.7,98.31666666666666
0.5000000000000001,0.07500000000000001,93.73333333333333,98.425
0.5000000000000001,0.07750000000000001,93.6,98.48333333333333
0.5000000000000001,0.08,93.6,98.56666666666666
0.5000000000000001,0.0825,93.36666666666667,98.63333333333333
0.5000000000000001,0.085,93.33333333333334,98.65833333333333
0.5000000000000001,0.08750000000000001,93.26666666666667,98.73333333333333
0.5000000000000001,0.09000000000000001,93.23333333333332,98.81666666666666
0.5000000000000001,0.09250000000000001,93.13333333333333,98.88333333333334
0.5000000000000001,0.09500000000000001,93.13333333333333,98.96666666666667
0.5000000000000001,0.09750000000000002,93.1,99.01666666666667
0.5000000000000001,0.10000000000000002,93.06666666666666,99.04999999999998
0.5000000000000001,0.10250000000000001,92.86666666666665,99.1
0.5000000000000001,0.10500000000000001,92.76666666666668,99.15
0.5000000000000001,0.10750000000000001,92.63333333333333,99.16666666666667
0.5000000000000001,0.11000000000000001,92.29999999999998,99.16666666666667
0.5000000000000001,0.11250000000000002,92.06666666666665,99.19166666666666
0.5000000000000001,0.11500000000000002,91.9,99.20833333333333
0.5000000000000001,0.11750000000000002,91.63333333333333,99.225
0.5500000000000002,0.01,91.56666666666665,92.77499999999999
0.5500000000000002,0.0125,91.93333333333332,93.51666666666668
0.5500000000000002,0.015000000000000001,92.29999999999998,94.0
0.5500000000000002,0.0175,92.5,94.45
0.5500000000000002,0.020000000000000004,92.6,94.86666666666665
0.5500000000000002,0.022500000000000003,92.86666666666666,95.18333333333331
0.5500000000000002,0.025,93.0,95.56666666666668
0.5500000000000002,0.027500000000000004,93.16666666666666,95.94166666666666
0.5500000000000002,0.030000000000000006,93.36666666666666,96.275
0.5500000000000002,0.03250000000000001,93.63333333333333,96.65833333333333
0.5500000000000002,0.035,93.73333333333333,96.925
0.5500000000000002,0.037500000000000006,93.7,97.09166666666667
0.5500000000000002,0.04000000000000001,93.83333333333334,97.325
0.5500000000000002,0.04250000000000001,93.9,97.525
0.5500000000000002,0.045000000000000005,93.93333333333335,97.61666666666667
0.5500000000000002,0.04750000000000001,93.83333333333334,97.7
0.5500000000000002,0.05000000000000001,93.93333333333334,97.80000000000001
0.5500000000000002,0.05250000000000001,93.83333333333334,97.91666666666666
0.5500000000000002,0.055000000000000014,93.86666666666667,97.975
0.5500000000000002,0.05750000000000001,93.8,98.06666666666668
0.5500000000000002,0.06000000000000001,93.8,98.13333333333335
0.5500000000000002,0.06250000000000001,93.73333333333332,98.25000000000001
0.5500000000000002,0.065,93.8,98.31666666666668
0.5500000000000002,0.0675,93.76666666666668,98.4
0.5500000000000002,0.07,93.8,98.5
0.5500000000000002,0.07250000000000001,93.86666666666667,98.59166666666667
0.5500000000000002,0.07500000000000001,93.86666666666667,98.65833333333333
0.5500000000000002,0.07750000000000001,93.8,98.725
0.5500000000000002,0.08,93.76666666666667,98.78333333333333
0.5500000000000002,0.0825,93.76666666666667,98.825
0.5500000000000002,0.085,93.56666666666668,98.90833333333333
0.5500000000000002,0.08750000000000001,93.53333333333333,98.95
0.5500000000000002,0.09000000000000001,93.36666666666667,98.98333333333333
0.5500000000000002,0.09250000000000001,93.26666666666667,99.05
0.5500000000000002,0.09500000000000001,93.3,99.14166666666668
0.5500000000000002,0.09750000000000002,93.23333333333333,99.18333333333332
0.5500000000000002,0.10000000000000002,93.2,99.20833333333333
0.5500000000000002,0.10250000000000001,93.1,99.225
0.5500000000000002,0.10500000000000001,93.06666666666666,99.24166666666666
0.5500000000000002,0.10750000000000001,92.86666666666667,99.25833333333334
0.5500000000000002,0.11000000000000001,92.66666666666666,99.25833333333334
0.5500000000000002,0.11250000000000002,92.53333333333333,99.275
0.5500000000000002,0.11500000000000002,92.33333333333333,99.28333333333333
0.5500000000000002,0.11750000000000002,92.1,99.28333333333333
0.6000000000000002,0.01,91.6,92.99166666666667
0.6000000000000002,0.0125,92.0,93.70833333333333
0.6000000000000002,0.015000000000000001,92.43333333333331,94.21666666666667
0.6000000000000002,0.0175,92.53333333333333,94.73333333333333
0.6000000000000002,0.020000000000000004,92.69999999999999,95.05
0.6000000000000002,0.022500000000000003,92.93333333333332,95.40833333333333
0.6000000000000002,0.025,93.03333333333333,95.82499999999999
0.6000000000000002,0.027500000000000004,93.4,96.20833333333334
0.6000000000000002,0.030000000000000006,93.56666666666666,96.6
0.6000000000000002,0.03250000000000001,93.7,96.89166666666667
0.6000000000000002,0.035,93.76666666666667,97.11666666666666
0.6000000000000002,0.037500000000000006,93.8,97.36666666666666
0.6000000000000002,0.04000000000000001,93.9,97.56666666666668
0.6000000000000002,0.04250000000000001,94.03333333333335,97.73333333333332
0.6000000000000002,0.045000000000000005,93.96666666666667,97.82500000000002
0.6000000000000002,0.04750000000000001,94.00000000000001,97.93333333333335
0.6000000000000002,0.05000000000000001,94.03333333333335,98.03333333333333
0.6000000000000002,0.05250000000000001,93.96666666666667,98.12500000000001
0.6000000000000002,0.055000000000000014,93.9,98.19166666666668
0.6000000000000002,0.05750000000000001,93.86666666666667,98.30833333333334
0.6000000000000002,0.06000000000000001,93.83333333333334,98.39166666666667
